,0
322,STEAM_0:0:231049261
323,STEAM_0:0:163649331
324,STEAM_0:1:93427857
325,STEAM_0:0:146435360
326,STEAM_0:1:205073298
327,STEAM_0:1:205842565
328,STEAM_0:1:103593333
329,STEAM_0:1:532061468
330,STEAM_0:1:187785321
331,STEAM_0:0:144113107
332,STEAM_0:0:507715826
333,STEAM_0:0:495063249
334,STEAM_0:0:235064065
335,STEAM_0:0:63790990
336,STEAM_0:0:243923456
337,STEAM_0:0:43442906
338,STEAM_0:0:71549653
339,STEAM_0:0:40402370
340,STEAM_0:1:27675807
341,STEAM_0:1:45272472
342,STEAM_0:0:70777202
343,STEAM_0:1:206863681
344,STEAM_0:0:78405524
345,STEAM_0:1:163023970
346,STEAM_0:0:199722245
347,STEAM_0:1:533439424
348,STEAM_0:1:53862146
349,STEAM_0:0:86071597
350,STEAM_0:1:156883452
351,STEAM_0:0:80763723
352,STEAM_0:0:235735605
353,STEAM_0:0:429696417
354,STEAM_0:0:44588762
355,STEAM_0:1:213603423
356,STEAM_0:1:85893906
357,STEAM_0:1:454086766
358,STEAM_0:0:495206299
359,STEAM_0:1:514835881
360,STEAM_0:0:72052699
361,STEAM_0:1:20880388
362,STEAM_0:0:190431778
363,STEAM_0:1:32914965
364,STEAM_0:1:190062466
365,STEAM_0:0:155790640
366,STEAM_0:0:55930703
367,STEAM_0:0:91331420
368,STEAM_0:1:536271176
369,STEAM_0:0:427863237
370,STEAM_0:0:522573854
371,STEAM_0:1:220508108
372,STEAM_0:0:34593422
373,STEAM_0:0:73241746
374,STEAM_0:0:40621281
375,STEAM_0:0:549750638
376,STEAM_0:0:76312537
377,STEAM_0:1:523919124
378,err_378
379,STEAM_0:0:158736660
380,STEAM_0:0:207148602
381,STEAM_0:1:514015585
382,STEAM_0:0:544165552
383,STEAM_0:1:211507171
384,STEAM_0:0:191798683
385,STEAM_0:0:556713228
386,STEAM_0:0:212028646
387,STEAM_0:0:164594051
388,STEAM_0:0:56570089
389,STEAM_0:1:246601210
390,STEAM_0:0:512522126
391,STEAM_0:0:140563766
392,err_392
393,STEAM_0:1:534826639
394,STEAM_0:0:233895101
395,STEAM_0:1:163870415
396,STEAM_0:1:521540764
397,STEAM_0:1:95295393
398,STEAM_0:1:522637023
399,STEAM_0:0:460973505
400,STEAM_0:0:484365751
401,STEAM_0:0:78298554
402,STEAM_0:1:463773316
403,STEAM_0:1:110183245
404,STEAM_0:0:38129308
405,STEAM_0:1:81363249
406,STEAM_0:1:180660813
407,STEAM_0:1:190711954
408,STEAM_0:1:89801572
409,STEAM_0:1:535108867
410,STEAM_0:1:231455406
411,STEAM_0:0:218695812
412,STEAM_0:1:34641895
413,STEAM_0:1:150420626
414,STEAM_0:0:206786006
415,STEAM_0:0:74555711
416,STEAM_0:1:482194334
417,STEAM_0:0:522213486
418,STEAM_0:1:107640264
419,STEAM_0:0:172237175
420,STEAM_0:1:88366772
421,STEAM_0:0:439300384
422,STEAM_0:0:220458456
423,STEAM_0:0:25850261
424,STEAM_0:0:90300285
425,STEAM_0:0:232028727
426,STEAM_0:1:522693060
427,STEAM_0:0:138059965
428,STEAM_0:1:67582464
429,STEAM_0:1:39017784
430,STEAM_0:0:224268508
431,STEAM_0:0:186095784
432,STEAM_0:0:121915534
433,STEAM_0:0:451741038
434,STEAM_0:0:206141591
435,STEAM_0:0:513081586
436,STEAM_0:1:178920797
437,err_437
438,STEAM_0:1:211131534
439,STEAM_0:0:536277298
440,STEAM_0:0:239546776
441,STEAM_0:1:158663490
442,STEAM_0:0:238761591
443,STEAM_0:0:123036762
444,STEAM_0:1:454688240
445,STEAM_0:1:522293917
446,STEAM_0:0:180455225
447,STEAM_0:1:214333718
448,STEAM_0:1:68612797
449,STEAM_0:1:476659070
450,STEAM_0:1:127347839
451,STEAM_0:1:47168093
452,STEAM_0:0:37496675
453,STEAM_0:0:90321024
454,STEAM_0:0:519383423
455,STEAM_0:0:113761443
456,STEAM_0:1:509059286
457,STEAM_0:1:530363995
458,STEAM_0:1:90456153
459,STEAM_0:1:216529567
460,STEAM_0:1:527209905
461,STEAM_0:1:423190063
462,STEAM_0:0:217304109
463,STEAM_0:0:455371395
464,STEAM_0:1:40608608
465,STEAM_0:0:466225155
466,STEAM_0:0:61839600
467,STEAM_0:0:89174001
468,STEAM_0:0:445789526
469,STEAM_0:1:524067664
470,STEAM_0:1:66934319
471,STEAM_0:0:447888038
472,STEAM_0:1:517900917
473,STEAM_0:1:33526833
474,STEAM_0:0:231464533
475,STEAM_0:0:168606718
476,STEAM_0:1:452732520
477,STEAM_0:1:33769454
478,STEAM_0:0:94757211
479,STEAM_0:0:186417468
480,STEAM_0:1:150315682
481,STEAM_0:0:234825249
482,STEAM_0:1:219304495
483,STEAM_0:1:157708415
484,STEAM_0:1:169227418
485,STEAM_0:0:86247661
486,STEAM_0:0:501791656
487,STEAM_0:1:440894737
488,STEAM_0:0:222274004
489,STEAM_0:1:177874579
490,STEAM_0:0:180679688
491,STEAM_0:1:224450193
492,STEAM_0:0:223802376
493,STEAM_0:1:151307227
494,STEAM_0:0:509175076
495,STEAM_0:1:204646312
496,STEAM_0:0:556366018
497,STEAM_0:1:68404957
498,STEAM_0:0:465997907
499,STEAM_0:1:122621377
500,STEAM_0:0:159742492
501,STEAM_0:0:126962264
502,STEAM_0:1:504125894
503,STEAM_0:0:49742520
504,err_504
505,STEAM_0:0:428131225
506,STEAM_0:1:66797431
507,STEAM_0:1:439847495
508,STEAM_0:1:436355311
509,STEAM_0:1:24066215
510,STEAM_0:0:539815963
511,STEAM_0:1:459435394
512,STEAM_0:0:421373621
513,STEAM_0:1:237633842
514,STEAM_0:1:166125328
515,STEAM_0:0:179532501
516,STEAM_0:0:157041024
517,STEAM_0:1:183796352
518,STEAM_0:1:435667554
519,STEAM_0:1:47123773
520,STEAM_0:1:52843490
521,STEAM_0:0:190379325
522,STEAM_0:1:82517884
523,STEAM_0:1:508701204
524,STEAM_0:0:216612712
525,STEAM_0:1:484720694
526,STEAM_0:1:459756627
527,STEAM_0:0:511643106
528,STEAM_0:1:51762869
529,STEAM_0:1:194387527
530,err_530
531,STEAM_0:1:92112962
532,err_532
533,STEAM_0:0:557275848
534,STEAM_0:1:176683822
535,STEAM_0:1:441470873
536,STEAM_0:1:185851634
537,STEAM_0:1:44815625
538,STEAM_0:1:522675657
539,STEAM_0:0:535556809
540,STEAM_0:0:38299359
541,STEAM_0:0:548107122
542,STEAM_0:1:440322321
543,STEAM_0:0:200338633
544,STEAM_0:1:170452698
545,STEAM_0:1:58743640
546,STEAM_0:1:105901360
547,STEAM_0:1:508248391
548,STEAM_0:0:188731497
549,STEAM_0:1:34197330
550,STEAM_0:1:234565547
551,STEAM_0:1:56793230
552,STEAM_0:1:508085214
553,STEAM_0:1:536695523
554,STEAM_0:1:202027440
555,STEAM_0:0:207419964
556,STEAM_0:0:169531036
557,STEAM_0:0:511711770
558,STEAM_0:0:437971275
559,STEAM_0:0:187302124
560,STEAM_0:1:421490604
561,STEAM_0:1:121486832
562,STEAM_0:1:518106688
563,STEAM_0:1:236534578
564,STEAM_0:0:169196061
565,STEAM_0:0:83617772
566,STEAM_0:1:502804753
567,STEAM_0:0:445866168
568,STEAM_0:0:170452209
569,STEAM_0:0:164527780
570,STEAM_0:1:96045616
571,STEAM_0:0:206646553
572,STEAM_0:1:441042392
573,STEAM_0:1:556097822
574,STEAM_0:1:40390246
575,STEAM_0:0:239813067
576,STEAM_0:1:215870628
577,STEAM_0:1:190664469
578,STEAM_0:1:44339136
579,STEAM_0:1:49028954
580,STEAM_0:0:41690242
581,STEAM_0:0:153534056
582,STEAM_0:0:210280997
583,STEAM_0:1:186392237
584,STEAM_0:0:136358370
585,STEAM_0:1:47924549
586,STEAM_0:1:206547319
587,STEAM_0:0:545672542
588,STEAM_0:0:195537661
589,STEAM_0:1:56729684
590,STEAM_0:0:212436095
591,STEAM_0:1:180232171
592,STEAM_0:1:506728054
593,STEAM_0:1:463139223
594,STEAM_0:0:511843535
595,STEAM_0:0:57919934
596,STEAM_0:0:203252803
597,STEAM_0:1:527084184
598,STEAM_0:1:46199758
599,STEAM_0:1:216849076
600,STEAM_0:1:24831981
601,STEAM_0:1:437397043
602,STEAM_0:0:33964436
603,STEAM_0:0:169809118
604,STEAM_0:0:511532439
605,STEAM_0:1:89157156
606,STEAM_0:1:487779311
607,STEAM_0:1:458081517
608,STEAM_0:0:145081177
609,STEAM_0:1:242870527
610,STEAM_0:1:556980548
611,STEAM_0:0:125017638
612,STEAM_0:1:79924942
613,STEAM_0:1:75473673
614,STEAM_0:0:194738885
615,STEAM_0:1:201225019
616,STEAM_0:0:72783619
617,STEAM_0:0:244312831
618,STEAM_0:0:174402753
619,STEAM_0:0:201127944
620,STEAM_0:0:214409397
621,STEAM_0:0:56861843
622,STEAM_0:0:146883803
623,STEAM_0:0:38151211
624,STEAM_0:0:436386223
625,STEAM_0:0:519131702
626,STEAM_0:0:155940041
627,STEAM_0:0:71196226
628,STEAM_0:0:145331718
629,STEAM_0:1:72063482
630,STEAM_0:0:234601142
631,STEAM_0:0:193609919
632,STEAM_0:1:508277006
633,STEAM_0:1:199058288
634,err_634
635,STEAM_0:0:201359979
636,STEAM_0:0:210819008
637,STEAM_0:1:186324978
638,STEAM_0:0:520368602
639,STEAM_0:0:172901668
640,STEAM_0:0:168153373
641,STEAM_0:1:76880693
642,err_642
643,STEAM_0:1:443898045
644,STEAM_0:0:423719213
645,STEAM_0:0:33944439
646,STEAM_0:1:216777052
647,STEAM_0:1:550979789
648,STEAM_0:0:548593219
649,STEAM_0:1:50440654
650,STEAM_0:1:51025945
651,STEAM_0:0:436407207
652,STEAM_0:0:202103293
653,STEAM_0:0:230531652
654,STEAM_0:1:511486241
655,STEAM_0:1:40740165
656,STEAM_0:0:160134378
657,STEAM_0:1:181356010
658,STEAM_0:1:503419728
659,err_659
660,STEAM_0:1:378359776
661,STEAM_0:0:151638362
662,STEAM_0:1:456892452
663,STEAM_0:1:51176952
664,STEAM_0:1:204501553
665,STEAM_0:1:520977414
666,err_666
667,STEAM_0:0:522615932
668,STEAM_0:0:82729889
669,STEAM_0:0:443401515
670,STEAM_0:1:125706041
671,STEAM_0:0:245982446
672,STEAM_0:1:206115366
673,STEAM_0:0:525607944
674,STEAM_0:1:178076238
675,STEAM_0:1:99403463
676,STEAM_0:1:83013780
677,STEAM_0:0:73843276
678,STEAM_0:1:117281119
679,STEAM_0:0:440264859
680,STEAM_0:0:64017743
681,STEAM_0:0:513152657
682,err_682
683,STEAM_0:1:427766213
684,STEAM_0:1:431035757
685,STEAM_0:0:139057606
686,STEAM_0:0:55074332
687,STEAM_0:1:165810262
688,STEAM_0:1:172883582
689,STEAM_0:0:177272823
690,STEAM_0:1:465538325
691,STEAM_0:0:554176353
692,STEAM_0:1:547425185
693,STEAM_0:1:223246774
694,STEAM_0:0:526921744
695,STEAM_0:1:518090417
696,STEAM_0:0:69984971
697,STEAM_0:0:208423522
698,STEAM_0:1:445954019
699,STEAM_0:0:428750597
700,STEAM_0:1:519415450
701,STEAM_0:1:507515246
702,STEAM_0:1:244183472
703,STEAM_0:1:545422904
704,STEAM_0:0:208893463
705,STEAM_0:1:167631152
706,STEAM_0:1:30836118
707,err_707
708,STEAM_0:0:182534250
709,STEAM_0:1:204642427
710,STEAM_0:1:534964110
711,STEAM_0:0:58548889
712,STEAM_0:0:210231074
713,STEAM_0:1:107695719
714,STEAM_0:1:125278839
715,STEAM_0:1:153472195
716,STEAM_0:1:514546196
717,STEAM_0:1:451524777
718,STEAM_0:1:174441396
719,STEAM_0:1:225827350
720,STEAM_0:0:528993776
721,STEAM_0:0:84278405
722,STEAM_0:1:476524691
723,STEAM_0:0:556701743
724,STEAM_0:1:108820524
725,STEAM_0:1:75446937
726,STEAM_0:0:76983874
727,STEAM_0:0:168599613
728,STEAM_0:1:94935469
729,STEAM_0:0:519198997
730,STEAM_0:1:105329433
731,STEAM_0:0:161528730
732,STEAM_0:1:234423126
733,STEAM_0:0:424559159
734,STEAM_0:0:601350087
735,STEAM_0:1:519869886
736,STEAM_0:1:556817206
737,STEAM_0:0:68391047
738,STEAM_0:0:557261616
739,STEAM_0:0:67165528
740,STEAM_0:0:68652128
741,STEAM_0:1:507518604
742,STEAM_0:0:430420565
743,STEAM_0:0:234606344
744,STEAM_0:0:40792350
745,STEAM_0:1:241679155
746,STEAM_0:0:56945559
747,STEAM_0:0:37173015
748,STEAM_0:0:183106017
749,STEAM_0:1:522957913
750,STEAM_0:1:522121231
751,STEAM_0:1:209886822
752,STEAM_0:1:246554362
753,STEAM_0:0:123702724
754,STEAM_0:1:126321266
755,STEAM_0:1:186030760
756,STEAM_0:0:167972979
757,STEAM_0:1:165342794
758,STEAM_0:1:440413122
759,STEAM_0:1:547538683
760,STEAM_0:0:234602528
761,STEAM_0:0:102456016
762,STEAM_0:0:497514690
763,STEAM_0:0:88204230
764,STEAM_0:0:239550245
765,STEAM_0:1:38980699
766,STEAM_0:1:129846593
767,STEAM_0:0:213430437
768,err_768
769,STEAM_0:1:74918729
770,STEAM_0:1:198996217
771,STEAM_0:0:50513183
772,STEAM_0:0:246871370
773,STEAM_0:1:498668389
774,STEAM_0:1:225271594
775,STEAM_0:0:557994486
776,STEAM_0:0:232853623
777,STEAM_0:0:515967221
778,STEAM_0:1:558241564
779,STEAM_0:1:197377804
780,STEAM_0:0:230507600
781,STEAM_0:1:444073268
782,STEAM_0:0:60701006
783,STEAM_0:0:46007083
784,err_784
785,STEAM_0:0:217311684
786,STEAM_0:1:510434924
787,STEAM_0:0:56740608
788,STEAM_0:1:418496591
789,STEAM_0:0:75215587
790,STEAM_0:1:535968759
791,STEAM_0:1:462145170
792,err_792
793,STEAM_0:0:427255015
794,STEAM_0:1:183737571
795,STEAM_0:0:70359303
796,STEAM_0:0:444382336
797,STEAM_0:0:533680984
798,STEAM_0:1:550776670
799,STEAM_0:0:71793369
800,STEAM_0:1:126997808
801,STEAM_0:1:436293028
802,STEAM_0:0:84514030
803,STEAM_0:1:212976005
804,STEAM_0:0:95370737
805,STEAM_0:0:215199495
806,STEAM_0:1:205942071
807,STEAM_0:0:93624627
808,STEAM_0:1:219898784
809,STEAM_0:1:77457116
810,STEAM_0:1:483586571
811,STEAM_0:1:246135022
812,STEAM_0:0:442683451
813,STEAM_0:1:432897110
814,STEAM_0:1:534798525
815,STEAM_0:1:12494992
816,STEAM_0:0:98041126
817,STEAM_0:1:227702929
818,STEAM_0:0:174666239
819,STEAM_0:1:71218759
820,STEAM_0:0:51323361
821,STEAM_0:1:515734093
822,STEAM_0:0:91363473
823,STEAM_0:1:81523837
824,STEAM_0:0:541975403
825,STEAM_0:0:428606866
826,STEAM_0:1:81329633
827,STEAM_0:1:245560795
828,STEAM_0:1:441890573
829,STEAM_0:0:440317529
830,STEAM_0:1:555564824
831,STEAM_0:1:428462318
832,STEAM_0:1:444286149
833,STEAM_0:1:122568685
834,err_834
835,STEAM_0:1:190656920
836,STEAM_0:0:101190725
837,STEAM_0:0:181088723
838,STEAM_0:1:39316553
839,STEAM_0:1:539597907
840,STEAM_0:0:448127522
841,STEAM_0:0:502018438
842,STEAM_0:1:212395837
843,STEAM_0:0:555365147
844,STEAM_0:1:150486018
845,STEAM_0:1:68748378
846,STEAM_0:0:40231700
847,STEAM_0:1:225201635
848,STEAM_0:0:119962037
849,STEAM_0:1:452687634
850,STEAM_0:0:193422198
851,STEAM_0:1:41479379
852,STEAM_0:1:550072865
853,STEAM_0:0:213759612
854,STEAM_0:0:40638897
855,STEAM_0:0:504270121
856,STEAM_0:1:229772213
857,STEAM_0:0:442549541
858,STEAM_0:0:18921746
859,STEAM_0:0:16784017
860,STEAM_0:1:188238721
861,STEAM_0:1:52048174
862,STEAM_0:0:170171700
863,STEAM_0:0:197018644
864,STEAM_0:0:88349570
865,STEAM_0:1:511199632
866,STEAM_0:0:203779618
867,STEAM_0:1:49984081
868,STEAM_0:0:522258976
869,STEAM_0:0:48295322
870,STEAM_0:0:442120125
871,STEAM_0:1:102476192
872,STEAM_0:0:108449673
873,STEAM_0:1:105769613
874,STEAM_0:0:28569944
875,STEAM_0:0:114723823
876,STEAM_0:0:512855792
877,STEAM_0:1:98270041
878,STEAM_0:1:127550299
879,STEAM_0:1:511480217
880,STEAM_0:1:89866667
881,STEAM_0:1:540840541
882,STEAM_0:1:540746843
883,STEAM_0:0:220482383
884,STEAM_0:1:49068235
885,STEAM_0:1:504235211
886,STEAM_0:0:523111036
887,STEAM_0:1:59357435
888,STEAM_0:1:525685366
889,STEAM_0:0:51036956
890,STEAM_0:1:449578425
891,err_891
892,STEAM_0:1:52538966
893,STEAM_0:0:79296661
894,STEAM_0:1:111862975
895,STEAM_0:0:50656786
896,STEAM_0:1:528130061
897,STEAM_0:1:198435302
898,STEAM_0:0:454137425
899,STEAM_0:0:74542931
900,STEAM_0:1:73270736
901,STEAM_0:1:91780620
902,STEAM_0:1:62287872
903,STEAM_0:0:8444664
904,STEAM_0:1:237033258
905,STEAM_0:1:194230025
906,STEAM_0:1:394002224
907,STEAM_0:0:62632219
908,STEAM_0:0:65108061
909,STEAM_0:1:427049435
910,STEAM_0:0:48046396
911,STEAM_0:0:40418730
912,STEAM_0:1:226112674
913,STEAM_0:0:78071963
914,STEAM_0:0:234217098
915,STEAM_0:0:455030871
916,STEAM_0:0:143539094
917,STEAM_0:0:86060905
918,STEAM_0:1:129430797
919,STEAM_0:1:450941603
920,STEAM_0:1:116087514
921,STEAM_0:1:239988559
922,err_922
923,STEAM_0:1:219229794
924,STEAM_0:0:160329615
925,STEAM_0:1:543406673
926,STEAM_0:1:74476286
927,STEAM_0:0:559579886
928,STEAM_0:1:427543759
929,STEAM_0:0:69447683
930,STEAM_0:1:551012363
931,STEAM_0:1:71085567
932,STEAM_0:1:56362827
933,STEAM_0:0:127859496
934,STEAM_0:1:511478201
935,STEAM_0:1:156419731
936,STEAM_0:0:208625469
937,STEAM_0:0:461149033
938,STEAM_0:0:507875726
939,STEAM_0:0:427516986
940,STEAM_0:0:94842735
941,STEAM_0:1:179910418
942,STEAM_0:1:233288100
943,STEAM_0:0:197985595
944,STEAM_0:1:218700628
945,STEAM_0:0:141504010
946,STEAM_0:1:559640482
