,0
942,STEAM_0:1:765183734
943,STEAM_0:0:634911621
944,STEAM_0:0:573483927
945,STEAM_0:1:150472317
946,STEAM_0:0:54812258
947,STEAM_0:0:130648662
948,STEAM_0:0:774702494
949,STEAM_0:1:652883382
950,STEAM_0:1:200528098
951,STEAM_0:1:11522780
952,STEAM_0:1:664468378
953,STEAM_0:0:88963291
954,STEAM_0:0:573249503
955,STEAM_0:0:33513683
956,STEAM_0:0:573662683
957,err_20957
958,STEAM_0:1:530660903
959,STEAM_0:0:237062992
960,STEAM_0:0:664453584
961,STEAM_0:0:556701509
962,STEAM_0:0:656756374
963,STEAM_0:0:640215944
964,err_20964
965,STEAM_0:0:457348067
966,STEAM_0:0:501592352
967,STEAM_0:0:851398621
968,STEAM_0:0:584475242
969,STEAM_0:1:124673284
970,STEAM_0:1:64707362
971,STEAM_0:1:95608907
972,STEAM_0:0:54392732
973,STEAM_0:1:585688547
974,STEAM_0:0:774976163
975,STEAM_0:0:163249551
976,STEAM_0:1:513700594
977,STEAM_0:1:246729242
978,STEAM_0:0:433941061
979,STEAM_0:1:85312399
980,STEAM_0:1:199094956
981,err_20981
982,STEAM_0:0:844474668
983,STEAM_0:0:91466007
984,STEAM_0:0:26008650
985,STEAM_0:1:180232315
986,STEAM_0:0:452991355
987,STEAM_0:0:525097435
988,STEAM_0:1:214806864
989,STEAM_0:1:555468894
990,STEAM_0:1:805411490
991,STEAM_0:0:243993551
992,STEAM_0:0:535816251
993,STEAM_0:1:708741852
994,STEAM_0:0:508645752
995,err_20995
996,STEAM_0:1:791274931
997,STEAM_0:1:43705418
998,STEAM_0:0:462225466
999,STEAM_0:0:185894388
1000,STEAM_0:1:107692187
1001,STEAM_0:0:159826946
1002,STEAM_0:0:531946694
1003,STEAM_0:0:199530741
1004,STEAM_0:0:5042197
1005,STEAM_0:1:221287164
1006,err_21006
1007,STEAM_0:0:433859058
1008,STEAM_0:1:220187349
1009,STEAM_0:0:504896980
1010,STEAM_0:1:656598269
1011,STEAM_0:1:737744233
1012,STEAM_0:0:703500612
1013,STEAM_0:1:64944423
1014,STEAM_0:1:173301150
1015,STEAM_0:0:209786051
1016,STEAM_0:0:201027324
1017,STEAM_0:1:100859471
1018,STEAM_0:0:427522126
1019,STEAM_0:0:70749949
1020,STEAM_0:0:192733880
1021,STEAM_0:1:676297740
1022,STEAM_0:1:519557551
1023,STEAM_0:1:64382758
1024,STEAM_0:1:664477029
1025,STEAM_0:1:599720294
1026,STEAM_0:0:533248352
1027,STEAM_0:1:202361597
1028,STEAM_0:0:509672332
1029,STEAM_0:1:596415308
1030,STEAM_0:1:436476577
1031,STEAM_0:1:753573322
1032,STEAM_0:1:714667993
1033,STEAM_0:0:242747470
1034,STEAM_0:0:125592764
1035,STEAM_0:1:123454131
1036,STEAM_0:1:6455738
1037,STEAM_0:0:243917375
1038,NaN_21038-time cost 4.035 s
1039,NaN_21039-time cost 3.976 s
1040,STEAM_0:0:223221842
1041,STEAM_0:0:512449184
1042,STEAM_0:1:125211987
1043,STEAM_0:0:126860438
1044,STEAM_0:0:629517027
1045,STEAM_0:0:558812006
1046,STEAM_0:1:174107711
1047,STEAM_0:0:643701741
1048,STEAM_0:1:869910955
1049,STEAM_0:1:498760172
1050,STEAM_0:1:619167755
1051,STEAM_0:0:125423362
1052,STEAM_0:0:664465358
1053,STEAM_0:0:713672395
1054,STEAM_0:1:470956256
1055,STEAM_0:1:72210949
1056,STEAM_0:0:28736630
1057,STEAM_0:1:590062359
1058,STEAM_0:0:212155429
1059,STEAM_0:1:561301178
1060,err_21060
1061,STEAM_0:1:432202109
1062,STEAM_0:1:643431573
1063,STEAM_0:0:510573283
1064,STEAM_0:0:696945465
1065,STEAM_0:0:646804278
1066,STEAM_0:0:87989979
1067,STEAM_0:1:17207149
1068,STEAM_0:1:204482582
1069,STEAM_0:1:529606612
1070,STEAM_0:0:663981166
1071,STEAM_0:0:26255162
1072,STEAM_0:1:35207085
1073,STEAM_0:1:118416459
1074,STEAM_0:1:418291465
1075,STEAM_0:1:713437544
1076,STEAM_0:1:49641849
1077,STEAM_0:0:557098172
1078,err_21078
1079,STEAM_0:1:520397940
1080,STEAM_0:1:2890080
1081,STEAM_0:0:88749343
1082,STEAM_0:1:442132493
1083,STEAM_0:1:24343775
1084,STEAM_0:0:523863543
1085,STEAM_0:1:205944479
1086,STEAM_0:1:125558753
1087,STEAM_0:1:523312355
1088,STEAM_0:1:198789774
1089,STEAM_0:1:58869477
1090,STEAM_0:0:154663770
1091,STEAM_0:0:656898366
1092,STEAM_0:0:534202152
1093,err_21093
1094,STEAM_0:0:778155121
1095,STEAM_0:1:188767821
1096,STEAM_0:0:777969711
1097,STEAM_0:1:437834778
1098,STEAM_0:0:425802198
1099,STEAM_0:0:121145746
1100,STEAM_0:0:707784526
1101,STEAM_0:1:619146019
1102,STEAM_0:1:76314691
1103,STEAM_0:1:222605644
1104,STEAM_0:0:527630249
1105,STEAM_0:1:870486516
1106,STEAM_0:1:24900704
1107,STEAM_0:1:97258544
1108,STEAM_0:1:30179886
1109,STEAM_0:0:686094646
1110,STEAM_0:0:840830296
1111,STEAM_0:0:871306465
1112,STEAM_0:0:191632314
1113,STEAM_0:1:533094631
1114,STEAM_0:0:510432460
1115,STEAM_0:1:89667898
1116,STEAM_0:1:550140782
1117,STEAM_0:1:557723978
1118,STEAM_0:1:53400178
1119,STEAM_0:1:427933926
1120,STEAM_0:0:242716886
1121,STEAM_0:1:562040224
1122,STEAM_0:0:796010297
1123,STEAM_0:0:4297478
1124,STEAM_0:0:639936944
1125,STEAM_0:1:530689921
1126,STEAM_0:1:702270602
1127,STEAM_0:0:570881507
1128,STEAM_0:1:481585289
1129,STEAM_0:0:57755044
1130,STEAM_0:0:543339280
1131,STEAM_0:1:231059629
1132,STEAM_0:0:52864715
1133,STEAM_0:1:20356605
1134,err_21134
1135,err_21135
1136,STEAM_0:0:663826846
1137,STEAM_0:1:854545767
1138,STEAM_0:0:70513408
1139,STEAM_0:0:737516971
1140,STEAM_0:0:554259381
1141,err_21141
1142,STEAM_0:0:493529935
1143,STEAM_0:1:43992927
1144,STEAM_0:1:211351634
1145,STEAM_0:1:621242676
1146,STEAM_0:1:39093993
1147,STEAM_0:1:20395706
1148,STEAM_0:0:764574550
1149,STEAM_0:0:71561038
1150,STEAM_0:1:507634001
1151,STEAM_0:0:152049401
1152,STEAM_0:0:759745699
1153,STEAM_0:1:872281378
1154,STEAM_0:0:166710706
1155,STEAM_0:1:512672392
1156,STEAM_0:0:156513471
1157,STEAM_0:0:87522477
1158,STEAM_0:1:712805376
1159,STEAM_0:0:3322211
1160,STEAM_0:1:612224980
1161,STEAM_0:0:571348539
1162,STEAM_0:0:501212559
1163,STEAM_0:1:438870399
1164,STEAM_0:0:159715627
1165,STEAM_0:1:54813665
1166,STEAM_0:1:736652610
1167,STEAM_0:0:522547989
1168,STEAM_0:1:558859262
1169,STEAM_0:1:739332703
1170,err_21170
1171,STEAM_0:0:794464468
1172,STEAM_0:0:506893240
1173,STEAM_0:1:32094124
1174,STEAM_0:1:582034204
1175,STEAM_0:1:591291195
1176,STEAM_0:0:663739715
1177,STEAM_0:1:194389040
1178,STEAM_0:1:47813821
1179,STEAM_0:1:611086347
1180,STEAM_0:1:864046473
1181,STEAM_0:1:192566201
1182,STEAM_0:1:502830500
1183,STEAM_0:1:611803103
1184,STEAM_0:0:81828716
1185,STEAM_0:0:846126920
1186,STEAM_0:1:530048003
1187,STEAM_0:0:702908657
1188,STEAM_0:1:419159181
1189,STEAM_0:1:556560393
1190,STEAM_0:0:586977375
1191,STEAM_0:0:74109787
1192,STEAM_0:1:57395002
1193,STEAM_0:1:596249677
1194,STEAM_0:0:132198984
1195,STEAM_0:1:641681725
1196,STEAM_0:1:211780076
1197,STEAM_0:1:156381220
1198,err_21198
1199,STEAM_0:0:138262733
1200,STEAM_0:1:17950772
1201,STEAM_0:0:158488931
1202,STEAM_0:0:573510001
1203,STEAM_0:0:868926214
1204,STEAM_0:1:202052646
1205,STEAM_0:1:111401393
1206,STEAM_0:0:849418249
1207,STEAM_0:0:868312733
1208,STEAM_0:1:211495186
1209,STEAM_0:1:437573109
1210,STEAM_0:0:43699219
1211,STEAM_0:1:81208302
1212,STEAM_0:1:55599939
1213,STEAM_0:1:240050814
1214,STEAM_0:1:505450480
1215,STEAM_0:0:530440861
1216,STEAM_0:0:51896460
1217,STEAM_0:1:90513822
1218,STEAM_0:1:627925669
1219,STEAM_0:1:742438910
1220,err_21220
1221,STEAM_0:0:526049937
1222,STEAM_0:0:582612614
1223,STEAM_0:1:535990818
1224,STEAM_0:0:200545950
1225,STEAM_0:1:506566770
1226,STEAM_0:1:126318987
1227,STEAM_0:0:24722643
1228,STEAM_0:1:546503727
1229,STEAM_0:1:221553772
1230,STEAM_0:0:523830852
1231,err_21231
1232,STEAM_0:1:501647974
1233,STEAM_0:1:808225630
1234,STEAM_0:0:714079303
1235,STEAM_0:1:739049607
1236,STEAM_0:0:199412423
1237,STEAM_0:0:531559397
1238,STEAM_0:1:701812756
1239,STEAM_0:0:450421735
1240,STEAM_0:1:708372648
1241,STEAM_0:1:95758712
1242,STEAM_0:1:739307804
1243,STEAM_0:1:756272948
1244,STEAM_0:0:45210149
1245,STEAM_0:1:23046535
1246,STEAM_0:1:60560817
1247,STEAM_0:1:859502655
1248,STEAM_0:0:852814585
1249,STEAM_0:0:826174812
1250,STEAM_0:0:32929898
1251,STEAM_0:0:846707389
1252,STEAM_0:0:219711743
1253,STEAM_0:1:756180355
1254,STEAM_0:1:50714669
1255,STEAM_0:0:730806178
1256,STEAM_0:0:8677856
1257,STEAM_0:1:810821458
1258,STEAM_0:0:862909991
1259,STEAM_0:1:112450377
1260,STEAM_0:0:47647759
1261,STEAM_0:0:840656735
1262,STEAM_0:0:578005398
1263,STEAM_0:1:193696246
1264,STEAM_0:0:552423699
1265,STEAM_0:1:568292906
1266,STEAM_0:1:153940525
1267,STEAM_0:1:584865363
1268,STEAM_0:0:675802072
1269,STEAM_0:0:555338645
1270,STEAM_0:1:567624373
1271,STEAM_0:0:53665509
1272,STEAM_0:1:798823647
1273,STEAM_0:0:756018205
1274,STEAM_0:0:596030199
1275,STEAM_0:0:29442216
1276,STEAM_0:1:621406362
1277,STEAM_0:1:587861539
1278,STEAM_0:1:545199857
1279,STEAM_0:0:451980325
1280,STEAM_0:0:446546339
1281,STEAM_0:1:740439516
1282,STEAM_0:0:620388241
1283,STEAM_0:1:573112569
1284,STEAM_0:0:78683785
1285,STEAM_0:1:185820858
1286,STEAM_0:0:230307242
1287,STEAM_0:0:540651829
1288,STEAM_0:0:663691180
1289,STEAM_0:1:869289708
1290,STEAM_0:0:62553861
1291,STEAM_0:1:1599167
1292,STEAM_0:0:238706427
1293,STEAM_0:1:179717733
1294,STEAM_0:0:599563134
1295,STEAM_0:0:428151665
1296,STEAM_0:0:444345138
1297,err_21297
1298,STEAM_0:0:118861495
1299,STEAM_0:1:977648
1300,STEAM_0:0:585662629
1301,STEAM_0:0:702770852
1302,STEAM_0:1:568110485
1303,STEAM_0:1:186489099
1304,STEAM_0:0:72285567
1305,STEAM_0:1:445222620
1306,STEAM_0:1:210815488
1307,STEAM_0:1:846510679
1308,STEAM_0:1:536210197
1309,STEAM_0:0:442223852
1310,STEAM_0:1:148562607
1311,STEAM_0:0:50122181
1312,STEAM_0:0:786677546
1313,STEAM_0:1:556240067
1314,STEAM_0:1:873318242
1315,STEAM_0:1:696186952
1316,STEAM_0:0:731137888
1317,STEAM_0:0:3830182
1318,STEAM_0:0:140676688
1319,STEAM_0:0:502867663
1320,STEAM_0:1:163902791
1321,STEAM_0:0:619011396
1322,STEAM_0:1:742899671
1323,STEAM_0:0:548011625
1324,STEAM_0:1:157809189
1325,STEAM_0:1:800518245
1326,STEAM_0:0:508825420
1327,STEAM_0:1:98115317
1328,STEAM_0:0:35369753
1329,STEAM_0:1:436048602
1330,STEAM_0:0:638352813
1331,STEAM_0:0:778328548
1332,STEAM_0:0:49663614
1333,STEAM_0:1:652658946
1334,STEAM_0:0:7874941
1335,STEAM_0:1:841101523
1336,STEAM_0:1:556609340
1337,STEAM_0:1:125883335
1338,STEAM_0:1:435622099
1339,STEAM_0:1:792818530
1340,STEAM_0:1:622305263
1341,STEAM_0:1:614288301
1342,STEAM_0:1:490799492
1343,STEAM_0:0:873040698
1344,STEAM_0:1:59119394
1345,STEAM_0:1:509526516
1346,STEAM_0:1:231615924
1347,STEAM_0:1:787478534
1348,STEAM_0:0:630989255
1349,STEAM_0:1:78415201
1350,STEAM_0:0:873226138
1351,STEAM_0:0:204402662
1352,STEAM_0:0:580315969
1353,STEAM_0:0:570391745
1354,STEAM_0:1:811591500
1355,STEAM_0:1:230256048
1356,STEAM_0:1:840433677
1357,STEAM_0:0:508606907
1358,STEAM_0:1:619346915
1359,STEAM_0:0:542335109
1360,STEAM_0:0:568060971
1361,STEAM_0:1:221370834
1362,STEAM_0:1:694457199
1363,STEAM_0:0:510698518
1364,STEAM_0:1:611012329
1365,STEAM_0:0:793256245
1366,STEAM_0:1:763081382
1367,STEAM_0:1:874296172
1368,STEAM_0:0:456562674
1369,STEAM_0:0:100393662
1370,STEAM_0:1:71347071
1371,STEAM_0:1:183210388
1372,STEAM_0:1:768122221
1373,STEAM_0:1:629738571
1374,STEAM_0:1:181115421
1375,STEAM_0:1:227272273
1376,STEAM_0:0:210199413
1377,STEAM_0:1:398934243
1378,STEAM_0:0:624399731
1379,STEAM_0:0:648107247
1380,STEAM_0:1:792231728
1381,STEAM_0:1:632570959
1382,STEAM_0:1:592326230
1383,STEAM_0:0:761573505
1384,STEAM_0:1:222433577
1385,STEAM_0:0:177284295
1386,STEAM_0:0:21588546
1387,STEAM_0:0:772058269
1388,STEAM_0:1:606330147
1389,STEAM_0:1:4749875
1390,STEAM_0:1:789886008
1391,STEAM_0:1:839114313
1392,STEAM_0:1:766106157
1393,STEAM_0:1:429441881
1394,STEAM_0:1:124668050
1395,STEAM_0:0:616520641
1396,STEAM_0:1:429272188
1397,STEAM_0:0:563384531
1398,STEAM_0:1:762532806
1399,STEAM_0:1:558219946
1400,STEAM_0:0:649331180
1401,STEAM_0:0:30916827
1402,STEAM_0:0:30505081
1403,STEAM_0:1:713562692
1404,STEAM_0:1:646422615
1405,STEAM_0:1:641824486
1406,STEAM_0:0:60573045
1407,STEAM_0:1:180323393
1408,STEAM_0:1:875878993
1409,STEAM_0:0:108957451
1410,STEAM_0:1:787251696
1411,STEAM_0:1:687847498
1412,STEAM_0:0:638396924
1413,STEAM_0:1:725401758
1414,STEAM_0:0:775522612
1415,STEAM_0:0:573158548
1416,STEAM_0:0:734350823
1417,STEAM_0:0:715101916
1418,STEAM_0:1:801150111
1419,STEAM_0:0:148029310
1420,STEAM_0:0:128739646
1421,STEAM_0:1:50033590
1422,STEAM_0:0:239476270
1423,STEAM_0:1:804913203
1424,STEAM_0:1:806175344
1425,STEAM_0:0:707746894
1426,STEAM_0:0:224013504
1427,STEAM_0:1:781687176
1428,STEAM_0:1:603315056
1429,STEAM_0:1:26194743
1430,STEAM_0:0:210308243
1431,STEAM_0:0:876336752
1432,STEAM_0:0:681940854
1433,STEAM_0:1:221509631
1434,STEAM_0:0:505359149
1435,STEAM_0:1:717396196
1436,STEAM_0:0:611730151
1437,STEAM_0:0:444813266
1438,STEAM_0:0:75931038
1439,STEAM_0:1:657551331
1440,STEAM_0:1:440518681
1441,STEAM_0:1:580422144
1442,STEAM_0:1:611502684
1443,STEAM_0:0:513663921
1444,STEAM_0:0:796110245
1445,STEAM_0:0:636856957
1446,STEAM_0:0:89267089
1447,STEAM_0:0:180578049
1448,STEAM_0:0:239378896
1449,STEAM_0:1:627896290
1450,STEAM_0:0:111307491
1451,STEAM_0:1:203062967
1452,STEAM_0:1:507349945
1453,STEAM_0:1:181102814
1454,STEAM_0:0:877118445
1455,STEAM_0:0:180487654
1456,STEAM_0:0:234126328
1457,STEAM_0:0:43964840
1458,STEAM_0:0:138077452
1459,STEAM_0:0:168299015
1460,STEAM_0:1:571325433
1461,STEAM_0:1:610979636
1462,STEAM_0:1:637923162
1463,STEAM_0:1:51041724
1464,STEAM_0:0:435961345
1465,STEAM_0:1:418319676
1466,STEAM_0:1:80249925
1467,STEAM_0:0:602366312
1468,STEAM_0:0:861415864
1469,STEAM_0:1:223163646
1470,STEAM_0:0:169623313
1471,STEAM_0:1:100441049
1472,STEAM_0:1:572373687
1473,STEAM_0:1:221574534
1474,STEAM_0:1:553012332
1475,STEAM_0:0:637314077
1476,STEAM_0:1:219531188
1477,STEAM_0:0:878009424
1478,STEAM_0:1:182632752
1479,STEAM_0:0:677907982
1480,STEAM_0:0:425011616
1481,STEAM_0:1:114694849
1482,STEAM_0:0:186494759
1483,STEAM_0:1:519496228
1484,STEAM_0:1:520271940
1485,STEAM_0:0:506156170
1486,STEAM_0:0:439327231
1487,STEAM_0:1:824473020
1488,STEAM_0:0:842327011
1489,STEAM_0:0:144402268
1490,STEAM_0:1:553449242
1491,STEAM_0:1:433905216
1492,STEAM_0:0:224513299
1493,STEAM_0:0:876352289
1494,STEAM_0:1:555432927
1495,STEAM_0:0:527934263
1496,STEAM_0:1:170317763
1497,STEAM_0:1:837477068
1498,STEAM_0:1:233758395
1499,STEAM_0:0:236736511
1500,STEAM_0:0:561318634
1501,STEAM_0:1:782712355
1502,STEAM_0:1:709372604
1503,STEAM_0:0:458357613
1504,STEAM_0:1:51804808
1505,STEAM_0:0:590054766
1506,STEAM_0:0:503897401
1507,STEAM_0:1:218465724
1508,STEAM_0:1:512282303
1509,STEAM_0:1:619883564
1510,STEAM_0:0:204672985
1511,STEAM_0:0:459267263
1512,STEAM_0:0:713036557
1513,STEAM_0:0:863503578
1514,STEAM_0:1:538220532
1515,STEAM_0:0:438744500
1516,STEAM_0:1:177017918
1517,STEAM_0:0:134406020
1518,STEAM_0:0:535011021
1519,STEAM_0:0:867399806
1520,STEAM_0:0:151216503
1521,STEAM_0:0:559465055
1522,STEAM_0:1:62065948
1523,STEAM_0:1:602430324
1524,STEAM_0:0:554983679
1525,STEAM_0:1:737256296
1526,STEAM_0:1:438324326
1527,STEAM_0:1:621274303
1528,STEAM_0:0:174681156
1529,STEAM_0:0:423413439
1530,STEAM_0:1:642161748
1531,STEAM_0:0:879196888
1532,STEAM_0:0:76967356
1533,STEAM_0:0:666364446
1534,STEAM_0:1:418957093
1535,STEAM_0:0:124483198
1536,STEAM_0:0:530302757
1537,STEAM_0:0:611946144
1538,STEAM_0:0:575271437
1539,STEAM_0:1:574686990
1540,STEAM_0:1:879101661
1541,STEAM_0:1:423512090
1542,STEAM_0:1:875644610
1543,STEAM_0:1:592157405
1544,STEAM_0:0:33541053
1545,STEAM_0:0:779649171
1546,STEAM_0:1:619055007
1547,STEAM_0:1:104270310
1548,STEAM_0:0:228794450
1549,STEAM_0:1:156220463
1550,STEAM_0:1:797053878
1551,STEAM_0:0:442467421
1552,STEAM_0:1:767003381
1553,STEAM_0:1:569367914
1554,STEAM_0:0:872467628
1555,STEAM_0:1:875523740
1556,STEAM_0:1:664840631
1557,STEAM_0:0:872960263
1558,STEAM_0:1:100604569
1559,STEAM_0:0:614937278
1560,STEAM_0:0:6483476
1561,STEAM_0:0:187575314
1562,STEAM_0:0:142797377
1563,STEAM_0:1:425377902
1564,STEAM_0:1:872747361
1565,STEAM_0:1:191779778
1566,STEAM_0:0:877718312
1567,STEAM_0:0:621584073
1568,STEAM_0:1:165918264
1569,STEAM_0:0:175148353
1570,err_21570
1571,STEAM_0:1:240414517
1572,STEAM_0:1:97097213
1573,STEAM_0:1:122569446
1574,STEAM_0:1:102072309
1575,err_21575
1576,STEAM_0:0:193071092
1577,STEAM_0:0:562650103
1578,STEAM_0:1:505100160
1579,STEAM_0:1:469322869
1580,STEAM_0:1:553994115
1581,STEAM_0:1:243305925
1582,STEAM_0:0:446627813
1583,STEAM_0:1:773571621
1584,STEAM_0:0:173386952
1585,STEAM_0:0:215065200
1586,STEAM_0:1:36168821
1587,STEAM_0:1:537091705
1588,STEAM_0:0:452009863
1589,STEAM_0:1:202850199
1590,STEAM_0:1:173305688
1591,STEAM_0:1:873135013
1592,STEAM_0:1:476365970
1593,STEAM_0:1:873203334
1594,STEAM_0:1:426346611
1595,STEAM_0:0:142873224
1596,STEAM_0:0:177227317
1597,STEAM_0:0:692942769
1598,STEAM_0:1:570845226
1599,STEAM_0:0:120470295
1600,STEAM_0:0:432352303
1601,STEAM_0:0:873989268
1602,STEAM_0:0:756239526
1603,STEAM_0:1:848349084
1604,STEAM_0:1:16989294
1605,STEAM_0:1:771038133
1606,STEAM_0:1:876487631
1607,STEAM_0:1:185131212
1608,STEAM_0:0:421622195
1609,STEAM_0:0:161447758
1610,STEAM_0:0:763819229
1611,STEAM_0:0:85439140
1612,STEAM_0:0:798000256
1613,STEAM_0:1:870946180
1614,STEAM_0:1:520448659
1615,STEAM_0:0:484682826
1616,STEAM_0:0:558324923
1617,STEAM_0:0:770997027
1618,STEAM_0:0:615282559
1619,STEAM_0:0:503053412
1620,STEAM_0:0:840688821
1621,STEAM_0:0:711838003
1622,STEAM_0:1:762490021
1623,STEAM_0:1:630216648
1624,STEAM_0:0:800304785
1625,STEAM_0:0:794790387
1626,STEAM_0:0:241208443
1627,STEAM_0:1:644817098
1628,STEAM_0:1:840226207
1629,STEAM_0:0:472340076
1630,STEAM_0:1:775489576
1631,STEAM_0:0:674861066
1632,STEAM_0:1:688651607
1633,STEAM_0:1:510123242
1634,STEAM_0:0:832064871
1635,STEAM_0:0:198705118
1636,STEAM_0:1:624996959
1637,STEAM_0:0:559324867
1638,STEAM_0:1:608193634
1639,STEAM_0:1:558266479
1640,STEAM_0:1:491441606
1641,STEAM_0:1:510968332
1642,STEAM_0:0:818630783
1643,STEAM_0:0:206329959
1644,STEAM_0:1:737093296
1645,STEAM_0:1:770299616
1646,STEAM_0:1:705831467
1647,STEAM_0:0:807166315
1648,STEAM_0:1:244954051
1649,STEAM_0:0:882398035
1650,STEAM_0:0:775918921
1651,STEAM_0:1:664010746
1652,STEAM_0:1:614660714
1653,STEAM_0:0:881886763
1654,STEAM_0:0:821170440
1655,STEAM_0:1:242639653
1656,STEAM_0:0:715014604
1657,STEAM_0:1:215392472
1658,STEAM_0:1:764316520
1659,STEAM_0:0:592294539
1660,STEAM_0:1:126085386
1661,STEAM_0:1:584482356
1662,STEAM_0:1:882243500
1663,STEAM_0:1:92222891
1664,STEAM_0:0:713834011
1665,STEAM_0:1:834673787
1666,STEAM_0:0:148110458
1667,STEAM_0:0:552423106
1668,STEAM_0:1:629278165
1669,STEAM_0:0:804656440
1670,STEAM_0:1:228141323
1671,STEAM_0:0:560631015
1672,STEAM_0:1:779131369
1673,STEAM_0:1:554467044
1674,STEAM_0:0:227065752
1675,STEAM_0:1:540682182
1676,STEAM_0:1:813163000
1677,STEAM_0:1:606917569
1678,STEAM_0:1:83012387
1679,STEAM_0:1:586265577
1680,STEAM_0:1:786973654
1681,STEAM_0:0:142346571
1682,STEAM_0:1:605146407
1683,STEAM_0:0:57598659
1684,STEAM_0:1:664430613
1685,STEAM_0:0:633105933
1686,STEAM_0:0:225967109
1687,STEAM_0:0:871626044
1688,STEAM_0:0:7077220
1689,STEAM_0:1:754128215
1690,STEAM_0:1:721942319
1691,STEAM_0:0:710735691
1692,STEAM_0:1:458477875
1693,STEAM_0:0:797109220
1694,STEAM_0:1:78580371
1695,STEAM_0:0:423472575
1696,STEAM_0:0:605971
1697,STEAM_0:1:585261831
1698,STEAM_0:0:190709624
1699,err_21699
1700,STEAM_0:1:213126895
1701,STEAM_0:1:433512012
1702,STEAM_0:1:868468523
1703,STEAM_0:1:17113193
1704,STEAM_0:1:541950635
1705,STEAM_0:0:471730547
1706,STEAM_0:1:152048920
1707,STEAM_0:0:234886811
1708,STEAM_0:1:102246357
1709,STEAM_0:1:59450312
1710,STEAM_0:1:79058558
1711,STEAM_0:1:560345743
1712,STEAM_0:1:180562770
1713,STEAM_0:0:26187026
1714,STEAM_0:1:595300729
1715,STEAM_0:1:841218486
1716,STEAM_0:1:209698856
1717,STEAM_0:1:768616058
1718,STEAM_0:0:792285407
1719,STEAM_0:1:20040812
1720,STEAM_0:1:522985770
1721,STEAM_0:0:738390566
1722,STEAM_0:0:572612406
1723,STEAM_0:1:794437481
1724,STEAM_0:1:871246828
1725,STEAM_0:0:609777054
1726,STEAM_0:1:732300195
1727,STEAM_0:0:753005432
1728,STEAM_0:0:798371450
1729,STEAM_0:0:704143988
1730,STEAM_0:0:795260857
1731,STEAM_0:1:63037940
1732,STEAM_0:0:590039552
1733,STEAM_0:1:112003183
1734,STEAM_0:0:69732156
1735,STEAM_0:1:658692134
1736,STEAM_0:0:876615006
1737,STEAM_0:1:710184621
1738,STEAM_0:0:514308614
1739,STEAM_0:1:665938031
1740,STEAM_0:0:189551591
1741,STEAM_0:0:621467256
1742,STEAM_0:1:217217849
1743,STEAM_0:0:568003446
1744,err_21744
1745,STEAM_0:0:641191051
1746,STEAM_0:1:125253180
1747,STEAM_0:0:502092991
1748,STEAM_0:1:423070445
1749,STEAM_0:0:621715320
1750,STEAM_0:1:236410042
1751,STEAM_0:0:506150449
1752,STEAM_0:0:43395263
1753,STEAM_0:0:60302992
1754,STEAM_0:1:554108112
1755,STEAM_0:1:803124709
1756,STEAM_0:0:829447009
1757,STEAM_0:0:624374707
1758,STEAM_0:0:566885190
1759,STEAM_0:1:597207360
1760,STEAM_0:1:844279010
1761,STEAM_0:0:783097738
1762,STEAM_0:0:567806289
1763,STEAM_0:1:193415404
1764,STEAM_0:1:625671220
1765,STEAM_0:0:575880590
1766,STEAM_0:0:64024023
1767,STEAM_0:0:689988226
1768,STEAM_0:0:631358784
1769,STEAM_0:1:860201075
1770,STEAM_0:1:530245974
1771,STEAM_0:1:460016907
1772,STEAM_0:1:189598171
1773,STEAM_0:0:525855800
1774,STEAM_0:1:630930720
1775,STEAM_0:0:96059995
1776,STEAM_0:1:611701629
1777,STEAM_0:1:762001795
1778,STEAM_0:1:631680980
1779,STEAM_0:1:635666347
1780,STEAM_0:1:645664268
1781,STEAM_0:0:442375497
1782,STEAM_0:1:798643064
1783,STEAM_0:0:757935853
1784,STEAM_0:1:635614205
1785,STEAM_0:0:862258081
1786,STEAM_0:0:859973705
1787,err_21787
1788,err_21788
1789,STEAM_0:0:82058407
1790,STEAM_0:1:797535949
1791,STEAM_0:1:626612579
1792,STEAM_0:1:649315294
1793,STEAM_0:0:545092079
1794,STEAM_0:0:234274719
1795,STEAM_0:1:598576448
1796,STEAM_0:0:560110954
1797,STEAM_0:0:180060891
1798,STEAM_0:1:664879307
1799,STEAM_0:1:829122077
1800,STEAM_0:0:221299054
1801,STEAM_0:0:545424286
1802,STEAM_0:1:640342834
1803,STEAM_0:1:18286857
1804,STEAM_0:1:762960012
1805,STEAM_0:1:883085533
1806,STEAM_0:1:538024310
1807,STEAM_0:1:724436809
1808,STEAM_0:0:107052053
1809,STEAM_0:0:851998033
1810,STEAM_0:0:813772285
1811,STEAM_0:1:15598736
1812,STEAM_0:0:516708674
1813,STEAM_0:0:556265066
1814,STEAM_0:0:500504904
1815,STEAM_0:0:712104068
1816,STEAM_0:1:7704534
1817,STEAM_0:0:790953847
1818,STEAM_0:0:647717356
1819,STEAM_0:1:728089222
1820,STEAM_0:1:860910107
1821,STEAM_0:0:866792537
1822,STEAM_0:0:632210897
1823,STEAM_0:0:568007137
1824,STEAM_0:0:544069541
1825,STEAM_0:0:176543695
1826,STEAM_0:1:554469678
1827,STEAM_0:0:841489644
1828,STEAM_0:0:63911891
1829,STEAM_0:0:202596589
1830,STEAM_0:1:736392808
