,0
677,STEAM_0:0:169531036
678,STEAM_0:0:511711770
679,STEAM_0:0:437971275
680,STEAM_0:0:187302124
681,STEAM_0:1:421490604
682,STEAM_0:1:121486832
683,STEAM_0:1:518106688
684,STEAM_0:1:236534578
685,STEAM_0:0:169196061
686,STEAM_0:0:83617772
687,STEAM_0:1:502804753
688,STEAM_0:0:445866168
689,STEAM_0:0:170452209
690,STEAM_0:0:164527780
691,STEAM_0:1:96045616
692,STEAM_0:0:206646553
693,STEAM_0:1:441042392
694,STEAM_0:1:556097822
695,STEAM_0:1:40390246
696,STEAM_0:0:239813067
697,STEAM_0:1:215870628
698,STEAM_0:1:190664469
699,STEAM_0:1:44339136
700,STEAM_0:1:49028954
701,STEAM_0:0:41690242
702,STEAM_0:0:153534056
703,STEAM_0:0:210280997
704,STEAM_0:1:186392237
705,STEAM_0:0:136358370
706,STEAM_0:1:47924549
707,STEAM_0:1:206547319
708,STEAM_0:0:545672542
709,STEAM_0:0:195537661
710,STEAM_0:1:56729684
711,STEAM_0:0:212436095
712,STEAM_0:1:180232171
713,STEAM_0:1:506728054
714,STEAM_0:1:463139223
715,STEAM_0:0:511843535
716,STEAM_0:0:57919934
717,STEAM_0:0:203252803
718,STEAM_0:1:527084184
719,STEAM_0:1:46199758
720,STEAM_0:1:24831981
721,STEAM_0:1:437397043
722,STEAM_0:0:33964436
723,STEAM_0:0:169809118
724,STEAM_0:0:511532439
725,STEAM_0:1:89157156
726,STEAM_0:1:487779311
727,STEAM_0:1:458081517
728,STEAM_0:0:145081177
729,STEAM_0:1:242870527
730,STEAM_0:1:556980548
731,STEAM_0:0:125017638
732,STEAM_0:1:79924942
733,STEAM_0:1:75473673
734,STEAM_0:0:194738885
735,STEAM_0:1:201225019
736,STEAM_0:0:72783619
737,STEAM_0:0:244312831
738,STEAM_0:0:174402753
739,STEAM_0:0:201127944
740,STEAM_0:0:214409397
741,STEAM_0:0:56861843
742,STEAM_0:0:146883803
743,STEAM_0:0:38151211
744,STEAM_0:0:436386223
745,STEAM_0:0:519131702
746,STEAM_0:0:155940041
747,STEAM_0:0:71196226
748,STEAM_0:0:145331718
749,STEAM_0:1:72063482
750,STEAM_0:0:193609919
751,STEAM_0:1:508277006
752,STEAM_0:1:199058288
753,STEAM_0:0:164336085
754,STEAM_0:0:201359979
755,STEAM_0:0:210819008
756,STEAM_0:1:186324978
757,STEAM_0:0:520368602
758,STEAM_0:0:172901668
759,STEAM_0:0:168153373
760,STEAM_0:1:76880693
761,STEAM_0:1:530220118
762,STEAM_0:1:443898045
763,STEAM_0:0:423719213
764,STEAM_0:0:33944439
765,STEAM_0:1:216777052
766,STEAM_0:1:550979789
767,STEAM_0:0:548593219
768,STEAM_0:1:50440654
769,STEAM_0:1:51025945
770,STEAM_0:0:436407207
771,STEAM_0:0:202103293
772,STEAM_0:0:230531652
773,STEAM_0:1:511486241
774,STEAM_0:1:40740165
775,STEAM_0:0:160134378
776,STEAM_0:1:181356010
777,STEAM_0:1:503419728
778,STEAM_0:1:118959007
779,STEAM_0:1:378359776
780,STEAM_0:0:151638362
781,STEAM_0:1:456892452
782,STEAM_0:1:51176952
783,STEAM_0:1:204501553
784,STEAM_0:1:520977414
785,STEAM_0:1:157845924
786,STEAM_0:0:522615932
787,STEAM_0:0:82729889
788,STEAM_0:0:443401515
789,STEAM_0:1:125706041
790,STEAM_0:0:245982446
791,STEAM_0:1:206115366
792,STEAM_0:0:525607944
793,STEAM_0:1:178076238
794,STEAM_0:1:99403463
795,STEAM_0:1:83013780
796,STEAM_0:0:73843276
797,STEAM_0:1:117281119
798,STEAM_0:0:440264859
799,STEAM_0:0:64017743
800,STEAM_0:0:513152657
801,STEAM_0:1:66020951
802,STEAM_0:1:427766213
803,STEAM_0:1:431035757
804,STEAM_0:0:139057606
805,STEAM_0:0:55074332
806,STEAM_0:1:165810262
807,STEAM_0:1:172883582
808,STEAM_0:1:465538325
809,STEAM_0:0:554176353
810,STEAM_0:1:547425185
811,STEAM_0:1:223246774
812,STEAM_0:0:526921744
813,STEAM_0:1:518090417
814,STEAM_0:0:69984971
815,STEAM_0:0:208423522
816,STEAM_0:1:445954019
817,STEAM_0:0:428750597
818,STEAM_0:1:519415450
819,STEAM_0:1:507515246
820,STEAM_0:1:545422904
821,STEAM_0:0:208893463
822,STEAM_0:1:167631152
823,STEAM_0:1:30836118
824,STEAM_0:0:142043843
825,STEAM_0:0:182534250
826,STEAM_0:1:534964110
827,STEAM_0:0:58548889
828,STEAM_0:0:210231074
829,STEAM_0:1:107695719
830,STEAM_0:1:125278839
831,STEAM_0:1:153472195
832,STEAM_0:1:514546196
833,STEAM_0:1:451524777
834,STEAM_0:1:174441396
835,STEAM_0:1:225827350
836,STEAM_0:0:528993776
837,STEAM_0:0:84278405
838,STEAM_0:1:476524691
839,STEAM_0:0:556701743
840,STEAM_0:1:108820524
841,STEAM_0:1:75446937
842,STEAM_0:0:76983874
843,STEAM_0:0:168599613
844,STEAM_0:1:94935469
845,STEAM_0:0:519198997
846,STEAM_0:1:105329433
847,STEAM_0:0:161528730
848,STEAM_0:1:234423126
849,STEAM_0:0:424559159
850,STEAM_0:0:601350087
851,STEAM_0:1:519869886
852,STEAM_0:1:556817206
853,STEAM_0:0:68391047
854,STEAM_0:0:557261616
855,STEAM_0:0:67165528
856,STEAM_0:0:68652128
857,STEAM_0:1:507518604
858,STEAM_0:0:430420565
859,STEAM_0:0:234606344
860,STEAM_0:0:40792350
861,STEAM_0:1:241679155
862,STEAM_0:0:56945559
863,STEAM_0:0:37173015
864,STEAM_0:0:183106017
865,STEAM_0:1:522957913
866,STEAM_0:1:522121231
867,STEAM_0:1:209886822
868,STEAM_0:1:246554362
869,STEAM_0:0:123702724
870,STEAM_0:1:126321266
871,STEAM_0:1:186030760
872,STEAM_0:0:167972979
873,STEAM_0:1:165342794
874,STEAM_0:1:440413122
875,STEAM_0:1:547538683
876,STEAM_0:0:234602528
877,STEAM_0:0:102456016
878,STEAM_0:0:497514690
879,STEAM_0:0:88204230
880,STEAM_0:0:239550245
881,STEAM_0:1:38980699
882,STEAM_0:1:129846593
883,STEAM_0:0:213430437
884,STEAM_0:1:213526525
885,STEAM_0:1:74918729
886,STEAM_0:1:198996217
887,STEAM_0:0:246871370
888,STEAM_0:1:498668389
889,STEAM_0:1:225271594
890,STEAM_0:0:557994486
891,STEAM_0:0:232853623
892,STEAM_0:0:515967221
893,STEAM_0:1:558241564
894,STEAM_0:1:197377804
895,STEAM_0:0:230507600
896,STEAM_0:1:444073268
897,STEAM_0:0:60701006
898,STEAM_0:0:46007083
899,STEAM_0:1:436956079
900,STEAM_0:0:217311684
901,STEAM_0:1:510434924
902,STEAM_0:0:56740608
903,STEAM_0:1:418496591
904,STEAM_0:0:75215587
905,STEAM_0:1:535968759
906,STEAM_0:1:462145170
907,STEAM_0:1:230290597
908,STEAM_0:0:427255015
909,STEAM_0:1:183737571
910,STEAM_0:0:70359303
911,STEAM_0:0:444382336
912,STEAM_0:0:533680984
913,STEAM_0:1:550776670
914,STEAM_0:0:71793369
915,STEAM_0:1:126997808
916,STEAM_0:1:436293028
917,STEAM_0:0:84514030
918,STEAM_0:1:212976005
919,STEAM_0:0:95370737
920,STEAM_0:0:215199495
