,userid,steamid
184,8639,0
185,8677,0
186,8840,0
187,8852,0
188,8882,0
189,8951,0
190,8983,0
191,8990,0
192,8995,0
193,9121,0
194,9122,0
195,9142,0
196,9198,0
197,9331,0
198,9393,0
199,9402,0
200,9477,0
201,9596,0
202,9598,0
203,9732,0
204,9757,0
205,9772,0
206,9861,0
207,9883,0
208,9948,0
209,10018,0
210,10109,0
211,10130,0
212,10150,0
213,10278,0
214,10347,0
215,10421,0
216,10476,0
217,10498,0
218,10503,0
219,10600,0
220,10602,0
221,10616,0
222,10652,0
223,10656,0
224,10688,0
225,10712,0
226,10715,0
227,10716,0
228,10729,0
229,10745,0
230,10767,0
231,10848,0
232,10849,0
233,10881,0
234,10918,0
235,10947,0
236,10956,0
237,10963,0
238,10987,0
239,11017,0
240,11041,0
241,11070,0
242,11071,0
243,11320,0
244,11352,0
245,11382,0
246,11430,0
247,11440,0
248,11505,0
249,11534,0
250,11546,0
251,11624,0
252,11664,0
253,12043,0
254,12050,0
255,12066,0
256,12122,0
257,12126,0
258,12132,0
259,12143,0
260,12164,0
261,12175,0
262,12197,0
263,12228,0
264,12241,0
265,12269,0
266,12328,0
267,12376,0
268,12394,0
269,12416,0
270,12487,0
271,12523,0
272,12558,0
273,12587,0
274,12628,0
275,12647,0
276,12652,0
277,12665,0
278,12674,0
279,12743,0
280,12751,0
281,12758,0
282,12773,0
283,12783,0
284,12792,0
285,12885,0
286,12908,0
287,12925,0
288,12942,0
289,12998,0
290,13005,0
291,13031,0
292,13032,0
293,13036,0
294,13040,0
295,13042,0
296,13062,0
297,13067,0
298,13068,0
299,13070,0
300,13073,0
301,13077,0
302,13079,0
303,13121,0
304,13152,0
305,13172,0
306,13174,0
307,13205,0
308,13216,0
309,13256,0
310,13258,0
311,13261,0
312,13268,0
313,13272,0
314,13275,0
315,13311,0
316,13313,0
317,13316,0
318,13340,0
319,13342,0
320,13360,0
321,13361,0
322,13362,0
323,13369,0
324,13372,0
325,13374,0
326,13380,0
327,13381,0
328,13384,0
329,13386,0
330,13409,0
331,13412,0
332,13415,0
333,13417,0
334,13419,0
335,13425,0
336,13429,0
337,13431,0
338,13454,0
339,13464,0
340,13467,0
341,13468,0
342,13479,0
343,13500,0
344,13503,0
345,13505,0
346,13507,0
347,13508,0
348,13513,0
349,13515,0
350,13586,0
351,13587,0
352,13592,0
353,13597,0
354,13602,0
355,13603,0
356,13617,0
357,13644,0
358,13652,0
359,13690,0
360,13698,0
361,13743,0
362,13787,0
363,13788,0
364,13789,0
365,13790,0
366,13791,0
367,13792,0
368,13793,0
369,13794,0
370,13795,0
371,13796,0
372,13798,0
373,13799,0
374,13800,0
375,13801,0
376,13802,0
377,13803,0
378,13804,0
379,13805,0
380,13806,0
381,13807,0
382,13808,0
383,13809,0
384,13810,0
385,13811,0
386,13812,0
387,13813,0
388,13814,0
389,13815,0
390,13816,0
391,13817,0
392,13818,0
393,13819,0
394,13820,0
395,13821,0
396,13822,0
397,13823,0
398,13824,0
399,13825,0
400,13826,0
401,13827,0
402,13828,0
403,13829,0
404,13830,0
405,13831,0
406,13832,0
407,13833,0
408,13834,0
409,13835,0
410,13836,0
411,13837,0
412,13838,0
413,13839,0
414,13840,0
415,13841,0
416,13842,0
417,13843,0
418,13844,0
419,13845,0
420,13846,0
421,13847,0
422,13848,0
423,13849,0
424,13850,0
425,13851,0
426,13852,0
427,13853,0
428,13854,0
429,13855,0
430,13856,0
431,13857,0
432,13858,0
433,13859,0
434,13860,0
435,13861,0
436,13862,0
437,13863,0
438,13864,0
439,13865,0
440,13866,0
441,13867,0
442,13868,0
443,13869,0
444,13870,0
445,13871,0
446,13872,0
447,13873,0
448,13874,0
449,13875,0
450,13876,0
451,13877,0
452,13878,0
453,13879,0
454,13880,0
455,13881,0
456,13882,0
457,13883,0
458,13884,0
459,13885,0
460,13886,0
461,13887,0
462,13888,0
463,13889,0
464,13890,0
465,13891,0
466,13892,0
467,13893,0
468,13894,0
469,13895,0
470,13896,0
471,13897,0
472,13898,0
473,13899,0
474,13900,0
475,13901,0
476,13902,0
477,13903,0
478,13904,0
479,13905,0
480,13906,0
481,13907,0
482,13908,0
483,13909,0
484,13910,0
485,13911,0
486,13912,0
487,13913,0
488,13914,0
489,13915,0
490,13916,0
491,13917,0
492,13918,0
493,13919,0
494,13920,0
495,13921,0
496,13922,0
497,13923,0
498,13924,0
499,13925,0
500,13926,0
501,13927,0
502,13928,0
503,13929,0
504,13930,0
505,13931,0
506,13932,0
507,13933,0
508,13934,0
509,13935,0
510,13936,0
511,13937,0
512,13938,0
513,13939,0
514,13940,0
515,13941,0
516,13942,0
517,13943,0
518,13944,0
519,13945,0
520,13946,0
521,13947,0
522,13948,0
523,13949,0
524,13950,0
525,13951,0
526,13952,0
527,13953,0
528,13954,0
529,13955,0
530,13956,0
531,13957,0
532,13958,0
533,13959,0
534,13960,0
535,13961,0
536,13962,0
537,13963,0
538,13964,0
539,13965,0
540,13966,0
541,13967,0
542,13968,0
543,13969,0
544,13970,0
545,13971,0
546,13972,0
547,13973,0
548,13974,0
549,13975,0
550,13976,0
551,13977,0
552,13978,0
553,13979,0
554,13980,0
555,13981,0
556,13986,0
557,14004,0
558,14013,0
559,14029,0
560,14032,0
561,14060,0
562,14077,0
563,14108,0
564,14125,0
565,14245,0
566,14247,0
567,14255,0
568,14272,0
569,14281,0
570,14295,0
571,14344,0
572,14378,0
573,14379,0
574,14471,0
575,14473,0
576,14479,0
577,14519,0
578,14540,0
579,14585,0
580,14587,0
581,14604,0
582,14607,0
583,14614,0
584,14658,0
585,14676,0
586,14689,0
587,14694,0
588,14696,0
589,14754,0
590,14772,0
591,14926,0
592,14933,0
593,15010,0
594,15019,0
595,15041,0
596,15159,0
597,15173,0
598,15224,0
599,15285,0
600,15311,0
601,15334,0
602,15346,0
603,15347,0
604,15370,0
605,15385,0
606,15428,0
607,15434,0
608,15438,0
609,15442,0
610,15450,0
611,15456,0
612,15479,0
613,15512,0
614,15577,0
615,15639,0
616,15661,0
617,15668,0
618,15669,0
619,15692,0
620,15693,0
621,15714,0
622,15762,0
623,15771,0
624,15787,0
625,15809,0
626,15834,0
627,15856,0
628,15875,0
629,15876,0
630,15877,0
631,15889,0
632,15922,0
633,15995,0
634,16034,0
635,16055,0
636,16101,0
637,16185,0
638,16198,0
639,16228,0
640,16257,0
641,16274,0
642,16325,0
643,16366,0
644,16373,0
645,16462,0
646,16557,0
647,16558,0
648,16649,0
649,16691,0
650,16741,0
651,16771,0
652,16772,0
653,16830,0
654,16865,0
655,16956,0
656,16972,0
657,17006,0
658,17015,0
659,17050,0
660,17141,0
661,17199,0
662,17232,0
663,17249,0
664,17289,0
665,17345,0
666,17364,0
667,17403,0
668,17440,0
669,17520,0
670,17556,0
671,17621,0
672,17632,0
673,17690,0
674,17722,0
675,17878,0
676,17881,0
677,17919,0
678,17934,0
679,17984,0
680,17989,0
681,17990,0
682,18055,0
683,18135,0
684,18136,0
685,18138,0
686,18149,0
687,18151,0
688,18152,0
689,18155,0
690,18156,0
691,18163,0
692,18170,0
693,18174,0
694,18182,0
695,18191,0
696,18193,0
697,18194,0
698,18195,0
699,18196,0
700,18199,0
701,18210,0
702,18211,0
703,18212,0
704,18227,0
705,18228,0
706,18232,0
707,18233,0
708,18248,0
709,18252,0
710,18262,0
711,18266,0
712,18268,0
713,18270,0
714,18271,0
715,18285,0
716,18286,0
717,18297,0
718,18300,0
719,18301,0
720,18303,0
721,18305,0
722,18306,0
723,18321,0
724,18323,0
725,18324,0
726,18325,0
727,18341,0
728,18343,0
729,18344,0
730,18357,0
731,18358,0
732,18361,0
733,18362,0
734,18391,0
735,18393,0
736,18395,0
737,18399,0
738,18416,0
739,18418,0
740,18419,0
741,18420,0
742,18434,0
743,18435,0
744,18437,0
745,18453,0
746,18455,0
747,18456,0
748,18457,0
749,18458,0
750,18461,0
751,18469,0
752,18473,0
753,18475,0
754,18482,0
755,18488,0
756,18490,0
757,18511,0
758,18513,0
759,18514,0
760,18515,0
761,18529,0
762,18534,0
763,18548,0
764,18549,0
765,18551,0
766,18552,0
767,18553,0
768,18567,0
769,18574,0
770,18593,0
771,18607,0
772,18614,0
773,18646,0
774,18718,0
775,18805,0
776,18807,0
777,18821,0
778,18825,0
779,18826,0
780,18833,0
781,18841,0
782,18843,0
783,18846,0
784,18858,0
785,18859,0
786,18860,0
787,18861,0
788,18863,0
789,18864,0
790,18880,0
791,18883,0
792,18890,0
793,18900,0
794,18902,0
795,18903,0
796,18905,0
797,18917,0
798,18920,0
799,18923,0
800,18939,0
801,18942,0
802,18944,0
803,18965,0
804,18966,0
805,18968,0
806,18988,0
807,19003,0
808,19004,0
809,19005,0
810,19006,0
811,19008,0
812,19009,0
813,19010,0
814,19020,0
815,19021,0
816,19022,0
817,19025,0
818,19026,0
819,19045,0
820,19064,0
821,19080,0
822,19081,0
823,19082,0
824,19083,0
825,19100,0
826,19102,0
827,19103,0
828,19104,0
829,19112,0
830,19120,0
831,19122,0
832,19123,0
833,19129,0
834,19137,0
835,19138,0
836,19141,0
837,19158,0
838,19159,0
839,19162,0
840,19176,0
841,19178,0
842,19181,0
843,19182,0
844,19206,0
845,19214,0
846,19219,0
847,19220,0
848,19221,0
849,19223,0
850,19237,0
851,19238,0
852,19240,0
853,19241,0
854,19253,0
855,19256,0
856,19281,0
857,19288,0
858,19300,0
859,19328,0
860,19353,0
861,19357,0
862,19358,0
863,19372,0
864,19378,0
865,19383,0
866,19478,0
867,19511,0
868,19566,0
869,19592,0
870,19663,0
871,19725,0
872,19736,0
873,19760,0
874,19777,0
875,19787,0
876,19887,0
877,19918,0
878,19938,0
879,20000,0
880,20099,0
881,20112,0
882,20126,0
883,20186,0
884,20190,0
885,20211,0
886,20290,0
887,20333,0
888,20364,0
889,20384,0
890,20413,0
891,20420,0
892,20439,0
893,20517,0
894,20566,0
895,20778,0
896,20796,0
897,20803,0
898,20856,0
899,20957,0
900,20964,0
901,20981,0
902,20995,0
903,21006,0
904,21038,0
905,21039,0
906,21060,0
907,21078,0
908,21093,0
909,21134,0
910,21135,0
911,21141,0
912,21170,0
913,21198,0
914,21220,0
915,21231,0
916,21297,0
917,21570,0
918,21575,0
919,21699,0
920,21744,0
921,21787,0
922,21788,0
923,21845,0
924,21863,0
925,21872,0
926,21876,0
927,21886,0
928,21898,0
929,21959,0
930,21987,0
931,21995,0
932,21996,0
933,22043,0
934,22046,0
935,22177,0
936,22236,0
937,22326,0
938,22363,0
939,22389,0
940,22398,0
941,22624,0
942,22645,0
943,22668,0
944,22687,0
945,22689,0
946,22707,0
947,22724,0
948,22821,0
949,22895,0
950,22912,0
951,23044,0
952,23126,0
953,23176,0
954,23246,0
955,23264,0
956,23280,0
957,23377,0
958,23502,0
959,23662,0
960,23665,0
961,23727,0
962,23759,0
963,23787,0
964,23788,0
965,23814,0
966,23821,0
967,23829,0
968,23873,0
969,23902,0
970,23927,0
971,23980,0
972,23993,0
973,23996,0
974,24025,0
975,24076,0
976,24085,0
977,24116,0
978,24184,0
979,24212,0
980,24259,0
981,24303,0
982,24312,0
983,24315,0
984,24342,0
985,24445,0
986,24552,0
987,24577,0
988,24661,0
989,24664,0
990,24689,0
991,24694,0
992,24699,0
993,24703,0
994,24728,0
995,24888,0
996,24927,0
997,24973,0
998,24978,0
999,24979,0
1000,24980,0
1001,25018,0
1002,25103,0
1003,25107,0
1004,25108,0
1005,25112,0
1006,25146,0
1007,25149,0
1008,25162,0
1009,25198,0
1010,25214,0
1011,25216,0
1012,25218,0
1013,25219,0
1014,25227,0
1015,25233,0
1016,25244,0
1017,25326,0
1018,25329,0
1019,25356,0
1020,25358,0
1021,25362,0
1022,25391,0
1023,25392,0
1024,25413,0
1025,25414,0
1026,25460,0
1027,25472,0
1028,25473,0
1029,25476,0
1030,25493,0
1031,25498,0
1032,25499,0
1033,25507,0
1034,25511,0
1035,25514,0
1036,25517,0
1037,25524,0
1038,25553,0
1039,25556,0
1040,25560,0
1041,25566,0
1042,25569,0
1043,25586,0
1044,25593,0
1045,25618,0
1046,25625,0
1047,25647,0
1048,25668,0
1049,25679,0
1050,25684,0
1051,25760,0
1052,25764,0
1053,25790,0
1054,25812,0
1055,25860,0
1056,25938,0
1057,25959,0
1058,25975,0
1059,25977,0
1060,25996,0
1061,26021,0
1062,26050,0
1063,26063,0
1064,26100,0
1065,26132,0
1066,26136,0
1067,26163,0
1068,26196,0
1069,26209,0
1070,26211,0
1071,26222,0
1072,26256,0
1073,26332,0
1074,26356,0
1075,26360,0
1076,26416,0
1077,26453,0
1078,26560,0
1079,26561,0
1080,26602,0
1081,26716,0
1082,26718,0
1083,26719,0
1084,26721,0
1085,26722,0
1086,26723,0
1087,26724,0
1088,26726,0
1089,26727,0
1090,26729,0
1091,26731,0
1092,26762,0
1093,26773,0
1094,26775,0
1095,26776,0
1096,26777,0
1097,26779,0
1098,26780,0
1099,26892,0
1100,26916,0
1101,26940,0
